,title,text,uuid
414,Can I cancel a money transfer?,"You may be able to cancel a money transfer but it depends on the circumstances. If you would like to cancel a transfer, review your contract and receipt, and contact the company immediately.",YkDQtSL47q7uc3RubRV3Qu
415,I sent money to someone and she couldn't get the money because her information didn't match what I provided. What can I do?,"If you believe you gave wrong information, contact the provider and ask if you can correct it.",2V6orZTisYtEgxnugqCDBU
416,I sent money to the wrong account number. What can I do?,"If you sent money to the wrong account number, contact the company that sent the money transfer immediately.",UYZCYpTaJSWiwyFTcnhhwa
417,I’ve heard that a lot of con artists use money wire transfers to steal people’s money. Is this true? How can I protect myself?,"Yes, con artists use money wire transfers to steal people’s money, for example the ""grandparent scam."" But you can protect yourself by familiarizing yourself with common scams and by knowing your rights.",irETAAXiexqnpLW6GVvwbU
418,"I sent money to a friend in a foreign country, but the amount received was less than what I sent. What can I do?","When you send money to another country, sometimes fees or taxes are charged or deducted after the transfer is sent. Federal law generally gives you the right to have errors investigated.",A4bXuwfv5hr5tpTPFV9KEr
419,I sent money to a foreign country and there were unexpected fees taken out. What should I do?,"When you send money to another country, sometimes fees or taxes are charged or deducted after the transfer is sent. Federal law generally gives you the right to disclosures on fees before you pay and  have errors investigated.",7CsmTEHgXYMYbLr4TtEuqh
420,I sent money to another country and it didn't arrive. What should I do?,"If you believe a mistake was made, contact the company that sent the money right away.",U66ibBt387MybwQAGcYwiv
421,I sent money to another country and it was not available by the date given on the receipt. What can I do?,"If you believe the company that sent the money made a mistake, contact it right away.",jNtEutzM6VJWafBfZUBqcF
422,"I want to submit a complaint about an international money transfer, what should I do?","If you have a complaint about an international money transfer, contact the company that sent the money right away. The sooner you start the complaint process, the sooner your issue could be resolved",HG7SidTGwyFtfp4R9RHJ6w
423,How long do I have to submit a complaint about an international money transfer?,"If you have a complaint about an international money transfer, you have 180 days from the date the money was supposed to be available to submit your complaint to the provider. This date is printed on your money transfer receipt.",fFGvqKdqRu4krLjbFLU3Dm
424,What happens after I complain to a remittance transfer provider about a problem with an international money transfer?,"Under federal law, a remittance transfer provider has 90 days to investigate an error, and is required to notify you of the investigation’s results.",7KJUTntw5tzMCforftJMy7
425,"When I send money out of the country, can I get fee and exchange rate information in my language?","Maybe. It depends on what languages the company uses to advertise, sell, or promote its services where you made the transfer.",nwdAkLq3DwAK2NLGDdXhtu
426,I received a receipt that suggests that I will be charged fees and taxes other than those on the receipt. What does this mean?,"In some cases, when you send money abroad, foreign taxes may be charged on the transfer and the recipient’s bank may deduct additional fees from the amount sent.",ZYN6bEbo3ifg3ygLyujU4S
427,I sent money abroad and my receipt includes three phone numbers to call in case of a problem. Which one should I call?,"A remittance transfer receipt must list the transfer provider’s phone number, as well as a phone number for the CFPB, and sometimes a phone number for a state regulator.",i96tQEcXGhafcZet8JTHxc
428,I understand that companies must correct certain errors in international money transfers. What types of errors are covered?,"There are certain errors that companies must correct in international money transfers. In addition to other errors, a failure to deliver the proper amount of money or failure to deliver funds to the right person generally must be corrected.",SPYE2TBCbYggJgZNN4wGMa
429,I was sending money to another country and the receipt I received said some of the fees were estimates. What does that mean?,Federal law lets remittance transfer providers estimate some of the figures on the forms they provide.,FHgv3oXv2EZps7X5kRqbWJ
430,What is a fiduciary?,"A fiduciary is someone who manages money or property for
someone else. When you are named a fiduciary, you are required by law to manage
the person’s money and property for their benefit, not yours.",BdW7xSuXd4HBQbrcQMycWU
431,Can a power of attorney (POA) be changed or revoked?,Yes.,jf8Yyi744rqNP38woqm6N6
432,What is a guardian of property?,A guardian of property is someone the court names to manage money and property for someone else whom the court has found cannot manage their money and property alone.,ipFQ7sXWRAAQRcvwopEmhL
433,What is a revocable living trust?,A revocable living trust is a legal document that gives you the authority to make decisions about someone else’s money or property being held in a trust.,Hn6rhnygjzJWSYEkdiic8L
434,What is a Social Security representative payee?,"A representative payee is appointed by the Social Security
Administration for another person who needs help managing their Social
Security or Supplemental Security Income benefit payments.",YhDDt3zvdzKwUnhcZKQEzh
435,What is a VA fiduciary?,A fiduciary is someone who manages money or property for someone else. The Department of Veterans Affairs (VA) appoints VA fiduciaries to manage veterans’ benefits for people who can’t manage the funds themselves.,bBnRXk927wxstqcYBCzotD
436,What are my rights under the Military Lending Act?,The Military Lending Act (MLA) says that you can’t be charged an interest rate higher than 36% on most types of consumer loans and provides other significant rights.,AEtogHsMaWU8ebsAvdkk9R
437,What types of loans are covered under the Military Lending Act?,"Payday loans, overdraft lines of credit, and most installment loans are covered by the Military Lending Act.",WBB85mEgZ8mz7nHhndLv9T
438,What is a remittance transfer provider?,"Under federal law, a remittance transfer provider is a business that transfers money electronically for consumers to people and businesses in foreign countries.",f3X9Rt2tQQvfLt53vtrFfU
439,What should I do if I can’t pay my credit card bills?,"If you can't pay your credit card bill, it’s important
that you act right away. Contact your credit card company immediately because
many creditors may be willing to work with you to change your payment if you’re
facing a financial emergency.",9dcJTggNC9prCDTm3PoK6B
440,How do I repay a payday loan?,"In order to obtain a payday loan, you typically must either provide a personal check to the lender or an ACH (Automated Clearing House) authorization to electronically withdraw money from your bank, credit union, or prepaid card account. Carefully read your loan documents so you know exactly how repayment works.",PoAKrGjQgtu83nDywxywF5
441,What should I do when a debt collector contacts me?,"There are different ways to respond appropriately to debt collectors. Depending on your situation, we have sample letters you can use if you're experiencing common problems.",iMYAx54wupdy6bTqqBtSMJ
442,Why did my payday lender charge me a late fee or a non-sufficient funds (NSF) fee?,"If you do not have enough money in your account when the lender attempts to repay itself, there could be additional fees.",XxrSgSfdHoyMvJrijR6Ho9
443,Can a payday lender garnish my wages?,A payday lender can only garnish your wages if it has a court order resulting from a lawsuit against you.,TFTq8kQPmHFdopCxFvcThv
444,I heard that taking out a payday loan can help rebuild my credit or improve my credit score. Is this true?,"Probably not. Payday loans generally are not reported to the three major national credit reporting companies, so they are unlikely to impact your credit scores.",XS5aF5AVMCbsBQxCGHkD9P
445,What happens after I complete an application to determine my options to avoid foreclosure?,"It depends on your situation, but there are steps your servicer must usually take to evaluate your application.",M3PS9FJVvdQwsEMc3SmVwr
446,My payday lender claims to be located in another country and therefore does not have to comply with U.S. federal laws that protect consumers. Is that true?,"Generally, if you take out a payday loan online as a resident of the United States, the lender with whom you’re doing business must follow U.S. federal laws.",ef8WQbZtF2cu3NbzsTsubk
447,My payday lender said my loan would cost 15 percent but my loan documents say the annual percentage rate (APR) is almost 400 percent. What is an APR on a payday loan and how should I use it?,"The APR, or annual percentage rate, is the standard way to compare how much loans cost. It lets you compare the cost of loan products on an “apples-to-apples” basis. Your lender must disclose the APR before you agree to the loan.",Y9KRSrdecZipidKDa9KLcS
448,Could I be arrested if I don’t pay back my payday loan?,"No, you cannot be arrested for defaulting on a payday loan. However, if you are sued or a court judgment has been entered against you and you ignore a court order to appear, a judge may issue a warrant for your arrest.",XLtnS8RcFBv8bntCisyNYv
449,I received notice of an upcoming rate change on my adjustable-rate mortgage (ARM). Why did I receive this and what should I do now?,"Generally, if you have an adjustable-rate mortgage (ARM), your mortgage servicer is required to send you an estimate of your new payment.",BUqcLxxmzY224JrXfNdDkq
450,I wrote a check. How can I tell if it was processed as an electronic payment or as a check payment?,"Your monthly statement will often indicate if a check was processed as an electronic transfer, such as an ACH payment.",DHEqFU9UPtNtaqZtpKwftZ
451,"I applied for a loan modification or other options to avoid foreclosure, but was denied help. My lender said I didn’t meet the qualifications for help. Can I appeal?",It depends. You can only appeal when you’re denied for a loan modification program.,YzXT38FQ2fWpHxS9FLnzZh
452,How can I find out what’s in my medical payment history?,"You should contact the consumer reporting agencies that specialize in medical records or payments. These agencies may supply reports on your prescription drug purchase histories, medical conditions, data from your insurance applications, and data from other sources. Life insurance companies, for example, commonly use these reports to evaluate policy applications from potential customers.",WxJkKNP33ovVydhNWXRfP4
453,I’m sending money to another country. How can I figure out which company offers the best price?,"Consider the total amount that you will pay, the amount that the recipient will get, and also the transfer fees, taxes, and any exchange rate when shopping around for money transfer companies.",TuxFYp9268DZB8yEkMdxXG
454,How does a medical credit card work?,"Medical credit cards may be offered by dentists, eye doctors, audiologists, cosmetic surgeons, and veterinarians. They differ from traditional bank credit cards because they can only be used to pay for health care, and only within the network of healthcare providers that accept the card. However, when you use a medical credit card, you are borrowing money to pay your doctor, dentist, or other medical provider. As with any other loan, look at the fees and interest rate and compare the medical credit card with other options (like an existing credit card).",2kSpvs9eHRkXFkoc6GEKeP
455,Do auto and homeowners insurance companies share my information about claims and policies?,"Yes. There are specialty consumer reporting agencies that collect information about the insurance claims you have made on your property and casualty insurance policies, such as your homeowners and auto policies. They may also collect driving records.",dYJdDqEvqi2sHZKBEw2yvz
456,My bank or credit union closed my checking account. Will this hurt my credit?,"The big three consumer reporting companies– Experian, Equifax, and TransUnion – typically do not include information about your checking account or check-writing history in traditional credit reports. However, checking account reporting companies do collect and report on information related to your checking account.",7gBcEbmvoaRuvZMuiTbXgY
457,"Does my history of paying utility bills, like telephone, cable, electricity, or water, go in my credit report?","It might. Most utility companies don’t report to the big three consumer reporting agencies (CRAs) whether or how regularly you pay on time. However, if you fail to pay a bill and it is sent to a collection agency, that debt could show up on your credit reports from any of the big three CRAs.",KvL4eNpeEEeuz2giCAwoEX
458,Could late rent payments or problems with a landlord be in my credit report?,"Yes. At least one of the big three consumer reporting agencies, Experian , uses rental payment and collection information in its credit reports. But Experian’s data currently only covers a small portion of rental properties.",TLWWEHgPHLZ3jgsvKkxboK
459,I got a letter from my mortgage servicer about my application for help to prevent foreclosure of my mortgage. Can you help me understand some of the terms?,When you apply for help in avoiding foreclosure you are likely to come across words and technical terms that may be unfamiliar to you.,jc73xhNqm8XTvtWLJD4pij
460,What is arbitration and how does it affect my mortgage loan?,"Arbitration is a way to address disputes outside the court system. If you have an issue with your mortgage loan, some protections that are generally available to you in court, like the right to appeal, may not be available in arbitration.",BztXbgLAPtTJXXCSxzYwZt
461,What should I do if I see the same reporting error in more than one credit reporting company’s credit report?,"If you see a reporting error on your credit report, submit a dispute to the credit reporting company and the company that provided the wrong information.",FrZ7mKFxsWdcCK4CziUryU
462,What are late fees on a mortgage?,"Most mortgage contracts include a grace period, after which time the loan servicer charges a late fee.",ncuNjtUFcrdbhC39vg6hbV
463,What may happen if I ignore or avoid a debt collector?,Ignoring or avoiding a debt collector is unlikely to make the debt collector stop contacting you.,hCRQajWMq7ZoWauHFaY9GP
464,Does a lender or dealer have to consider my part-time or retirement income?,A creditor such as a lender or dealer cannot discount or refuse to consider your (or your spouse’s) income because it comes from part-time employment.,i7evWSTFBB7X8vv9MC88N4
465,How does a bankruptcy affect my credit score?,A bankruptcy will have a very negative effect on your credit score.,KoHoyKT8mwBGKemewCATHf
466,Will closing credit cards I already have increase my credit score?,"Closing a credit card you already have may be an appropriate financial step based on your own personal circumstances, but don’t assume it will improve your credit score.",LuBBAZXWRL9whTpeHGizvH
467,What information do I need to provide to get my free credit report?,"You will need to provide your name, address, Social Security number, and date of birth.",FWmmxMCNz7pGWdcHyLo7c9
468,How long does it take to get my free credit report after I order it?,It depends on how you ordered your report.,T9DstDsppr5tLsyStJTShE
469,"Can my partner, family, or dependents live in my home if I have a reverse mortgage?","As long as you still live in the home, a reverse mortgage does not change who can live with you.",BsRFFseLX3JDNhRd2WSsQw
470,"If I need to have a co-signer, can a lender or dealer require that it be my spouse?","No. If you do not individually qualify, the creditor such as a lender or dealer may request a co-signer, guarantor, endorser, or similar party.",CY8ftuwRE9aXXozziHnWEk
471,My lender or dealer said that my spouse had to co-sign my auto loan. Is this right?,"In general, a creditor such as a lender or dealer cannot require your spouse’s (or another person’s) signature for individual credit if you qualify on your own for the amount and terms requested.",3wxca27SCgnMbV84XE3sQq
472,"Can a lender or dealer ask me about the alimony, child support, or separate maintenance payments that I receive when I apply for an auto loan?","Yes, but only if you want the lender or dealer to consider such payments as part of your application for credit.",2sLA4T4QLezizyB6gKhBKn
473,Are there any kinds of disputes that creditors or other institutions would not have to investigate if I were to file a dispute directly with them?,"Yes, there are types of disputes that creditors do not have to investigate, including information that identifies you or the identity of past or present employers.",EYKuiDkMwDNjHhEiUay2qg
474,"Can a lender or dealer consider my sex, marital status, or dependents when deciding whether to give me an auto loan?",A creditor such as a lender or dealer cannot discriminate on the basis of sex or marital status.,5A2aUjiPvYh7piqmKwwN3B
475,Can a lender or dealer consider the fact that I am not a citizen of the United States?,"A creditor such as a lender or dealer cannot discriminate on the basis of national origin. However, a lender or dealer may ask about your permanent residency and immigration status.",3MZLZB2DzTZiZNV3uCevVr
476,"Can a lender or dealer ask me about my race, color, religion, national origin, or sex?","For non-mortgage transactions, generally, a creditor cannot ask about your race, color, religion, national origin, or sex.",NdzrrngK8RoamGqEAhTZjU
477,"Can a lender or dealer consider my age, my receipt of part-time income, or my retirement income when deciding whether to give me an auto loan?","Generally, a creditor such as a lender or dealer cannot use your age to make credit decisions.",MPYzp2uVQXKi4W3DEmkk2L
478,"What should I do if I think that a lender or auto dealer discriminated against me in my auto loan application, such as by denying my application or charging me a higher interest rate?","If you are denied an auto loan, you should receive information about why you were denied. If you believe that your lender or dealer discriminated against you can file a complaint with the FTC, CFPB, or with your state attorney general or state consumer protection office.",ZxGQbNT5miMobmsEAsSDhE
479,Can I use the Automated Clearing House (ACH) network to transfer funds abroad?,"Yes. The Automated Clearing House network , also called ACH, may be used to transfer funds to individuals or businesses in the United States or abroad.",XJ67CfgPNPC8cz7ZebNySM
480,I need some legal advice or representation. How can I find an attorney who specializes in elder law issues?,Federally funded legal programs for people 60 and older (known as Title IIIB legal services programs) can provide legal assistance on a variety of issues.,U399xECZVSw9AE74Zj5YhL
481,Does a credit inquiry have a different impact on my score if I'm approved or denied?,Credit models generally do not give positive or negative weight to the outcome of the credit inquiry.,HbpX2mXzqPZoXe6SyKKDBr
482,Should I use a credit monitoring service to protect myself from identity theft?,"Some consumers pay for credit or identity monitoring services to protect themselves against identity theft. Before considering these services, be aware that free services are also available to protect consumers.",YhWTR3cR5oXR7PviVnXVFL
483,Can a debt collector try to collect on a debt that was discharged in bankruptcy?,"Debt collectors cannot try to collect on debts that were discharged in bankruptcy. Also, if you file for bankruptcy, debt collectors are not allowed to continue collection activities while the bankruptcy case is pending in court.",Nv92LjYvu9aWfkxkx8K8Pq
484,What is a credit reporting company?,"Credit reporting companies, also known as credit bureaus or consumer reporting agencies, are companies that compile and sell credit reports.",3XKjodwHkN47zvLMpwKc2g
485,What should my dispute letter to a credit reporting company look like?,You can find an example of a dispute letter  on the Federal Trade Commission’s website – you may send a dispute letter to both the credit reporting company and the creditor or other entity that provided the information.,LuRxhJj8naYZykEVpfNEVh
486,Are credit scores used in employment screening?,The nationwide credit reporting companies say they do not currently provide credit scores for employment purposes.,Q9GsQEX6zaXNDhBkS9T7nq
487,Will paying off my credit card balance every month improve my score?,"Not necessarily, but for many consumers, it is still a worthwhile financial practice.",oHLB7L4Fr5TuvaoBe6Fd2b
488,"If my spouse has a bad credit score, does it affect my credit score?","Credit scores are calculated on a specific individual’s credit history. If your spouse has a bad credit score, it will not affect your credit score.",jwbAc4xwsi2FYvjXjNaYqP
489,"I tried to check my credit report online, but the site wanted to charge me a fee or get me to sign up for other services. Aren't credit reports free?",AnnualCreditReport.com  is the only authorized website for the free annual credit reports that you are guaranteed by law.,YnTHm4SLYzoGjnCDqMwKX2
490,I'm blind or visually challenged. How can I review my credit report?,The nationwide credit reporting companies provide their free annual credit report in accessible formats for people who are blind or visually challenged.,5iVr5WX3XgKXUC9KnkRfva
491,I got my credit score from two different credit bureaus and have two different numbers. Why is that?,"You could have many different credit scores because there are a variety of scores in the marketplace, often with different score ranges.",hSVNERiyeh4DzbuZPpToRG
492,Should I request credit reports for my children?,"Children under age 18, with a few exceptions, generally do not have credit reports.",CE3RKEmS4ujtA2TfE3v2KP
493,Should I buy a credit score?,You do not need to buy a credit score to get insight into how lenders will view your credit record.,HEZcB3rpZquQWCozgrWQvx
494,Do I have to pay for my credit score?,Usually you have to pay for your credit score. The Fair Credit Reporting Act lets credit reporting companies charge a fee for credit scores.,KUNSm4xBVVr9Ek9fakbiJb
495,How do credit reporting companies get my information?,"Banks, credit unions, retail credit card issuers, auto lenders, mortgage lenders, debt collectors and others voluntarily send information to credit reporting companies.",dW2zyP4M2VDjxWp7eJJYkR
496,Can a debt collector take my Social Security or VA benefits?,"Generally no, debt collectors can’t take your Social Security or VA benefits directly out of your bank account or prepaid card.",bioLmT55Qq2ZdAZ8Hj5vKy
497,I went to my bank or credit union and was told that money had been taken out of my account using a power of attorney (POA) I never signed. What can I do?,Your bank or credit union may have honored a forged power of attorney.,aoyHt9LxtXumCuskJbu6Zt
498,"My family member signed a power of attorney (POA) but when I took it to the bank/credit union, I was told the POA has to be on the bank/credit union's form. What can I do?","As long as the power of attorney (POA) follows the laws of your state, banks, credit unions, and other third parties should accept it.",YTBZxbScXHDaebkitYCJWU
499,Can my bank/credit union charge me a fee to use another bank or credit union's ATM?,Yes. Both your bank or credit union and the owner of the ATM can charge you a fee.,Nf2ngzAaxoxBZHXd2yqNpR
500,A telemarketer took money from my checking account even though I did not agree to buy anything. Can I get the money back?,Contact your bank or credit union immediately. You should tell your bank or credit union you never authorized this payment. You should also ask the bank or credit union to reverse the debit.,DSmBEgQVMcDabZsEyXHEbD
501,"Someone called me and told me I had won a scholarship and needed my account information to deposit the money. Instead, I see that person has withdrawn money. What can I do?",This is a common scam. You should immediately call your bank and let them know what happened.,mv5PVqbxWQroiowZd7m3yJ
502,"What is a demand draft, telephone check, or preauthorized draft?",A demand draft allows someone to withdraw money from your checking account without your signature.,4Bu8ouQWjEj8YvmH2JQ55Z
503,I bounced a check. Will this show up on my credit report?,It depends on what you wrote the check to pay.,fDjGL9xvuFAGx8nMeyvfhS
504,How can I avoid debit card overdrafts?,You can avoid debit card overdraft fees by declining to opt in to debit card overdraft or by cancelling debit card overdraft coverage if you have opted into it.,ipMK2sjZDBHfQYzdheJrzY
505,Can the bank/credit union charge me a fee when it transfers money from my savings account to cover an overdraft from my checking account?,"Yes, if the fee was disclosed at the time you opened the account or at the time you authorized linking the savings account with the checking account, the bank or credit union can charge you a fee.",eU4ZdjmQ2rnznHsWjczESx
506,"If I link my credit card to my checking account to cover overdrafts, can the bank/credit union charge me a fee each time I use it to cover an overdraft?","If you link your credit card to your checking account to cover overdrafts, you can be charged a fee if the fee was disclosed to you.",ELhdeJB4gkpgyPH9iBAaRM
507,"My bank/credit union offered to link my checking account to a savings account, a line of credit, or a credit card to cover overdrafts. How does this work?","Generally, money will be taken from this account to cover transactions that occur when you overdraw your checking account.",3WjNgrEkevEPzEcGYQtUHC
508,My bank/credit union charged me a fee for overdrawing my account even though I never agreed to let them do so. What can I do?,"For one-time debit card transactions and ATM withdrawals, banks and credit unions cannot charge you an overdraft fee unless you opt in. However, banks and credit unions are allowed to charge you overdraft fees when the bank or credit union pays a check or certain recurring electronic payments that would have overdrawn your account, even if you did not opt in.",Sf6jdqxaPLaWHemDCy775s
509,I opened a new checking account and my bank/credit union won't let me withdraw my funds. Can the bank/credit union do this?,A bank or credit union is permitted to place a longer hold on deposits for new accounts.,f2Dd2rrfzjfUsgYXsnpTSr
510,I made a cash deposit into my checking account. I attempted a withdrawal later that day and was told I could not withdraw until tomorrow. Can the bank do this?,"Generally, a bank or credit union has until at least the next business day to make your cash deposit available to withdraw or to use these funds to cover your checks and debits.",BiqNnRCwbcbiq8pcgExHkH
511,Should I enroll in direct deposit?,You should check into whether your employer offers direct deposit and how it would work for you. Direct deposit is usually safer and faster than getting a paper check or cash.,NwHVZUoTHZkkf7QviKM2AD
512,I get my paycheck by direct deposit. When can I withdraw the funds?,The bank or credit union must make the funds available on the next business day after the business day on which an electronic payment is received by the bank or credit union.,LMTxAnxK5UjHitkqSzuN44
513,I discovered an unauthorized check written on my account. What rights do I have?,Contact your bank or credit union as quickly as you can when you discover any unauthorized payment.,VY4z3KS4vqfgSYSj9iLvri
514,"I gave my debit/ATM card to a friend and told them only to take out a small amount, but they took out more money. My bank/credit union won't refund the money. Does the bank/credit union have to give it back to me?",No. You authorized your friend to use your card. Your bank or credit union does not have to give you back the money.,bz9LhxoHhfCj96VYo8x42Y
515,What do I do if the ATM gave me the wrong amount of money?,"If the ATM gave you the wrong amount of money, you should immediately call your bank or credit union.",gp8Yw5KwMACYwwEw8E6wYf
516,"A financial planner offered to help with my bill paying and banking, but said the only way she or he could help is if I opened a joint account with both of our names on it. Is this true?","No. Hiring someone to help with financial services (money management, financial planning, or other services) generally does not involve or require adding the person’s name to your bank account.",Xi7Jyd4sTNbedGyJtr3eKh
517,"If I deposit a check into an ATM, are the funds available right away?",No. There is no requirement to make funds from a check immediately available for withdrawal.,XX2WtmYqcBdeYUe8ghV2bA
518,I would like to be able to have my friend or family member help with my bill-paying and banking. What are my options?,You have several options when deciding to have someone help with your bill paying and banking. These options include opening specific types of checking accounts or creating specific legal documents that give another person the power to handle your money.,8CgSYrL6u5d5cKnbjVfJUW
519,What if I need to withdraw money from my Military Savings Deposit Program (SDP) account prior to 120 days after leaving the combat zone?,"If you want your funds before the 120-day period ends, your myPay account provides an automated request option for Military Savings Deposit Program (SDP) participants.",mP5PwoFerprDNptKjznPFF
520,How can I put money in a Military Savings Deposit Program SDP account?,"Deposits may be made in cash, by check, or through allotment.",9dCpEVRo8JgDjrQUy9NFQn
521,How much can I deposit in the Military Savings Deposit Program (SDP)?,Deposits may not be more than your unallotted current pay and allowances.,CkJLqxXUfDRnLpgNK3z64u
522,Can I use the Military Savings Deposit Program SDP if I'm deployed overseas but not to a combat zone?,"You can’t use the SDP unless you are receiving Hostile Fire
Pay, but some banks or credit unions offer special interest-bearing accounts
when a military customer deploys that may match the SDP rate.",25vDNygHDHdWsFqxW56Cj5
523,"When I pay a bill online, can the bank/credit union take the money out before the date I scheduled the payment?",Different banks and credit unions use different systems for scheduling and making online bill payments.,kamBRUKNWfJC6gQKhXH9va
524,I made a payment through my bank or credit union's online bill pay service. The payment arrived after the due date and I was charged a late fee. When should my bill pay payment have arrived?,Payments you make with online bill-pay take time to process. Payments initiated before the due date but executed after that date may trigger a late fee from the entity you are paying.,oUfQSTwbJSDEFy6UpX2qJZ
525,What are specialty consumer reporting agencies and what kind of information do they collect?,"Specialty consumer reporting companies collect and share information about your employment history, transaction history with a business or repayment history for a specific product or service.",Ddf7w9cc75Pv3FkqseXoKn
526,My bank/credit union lets me scan checks at home or on my phone. What is this?,"This is a process called “remote deposit capture.” You scan or take a picture of the check, and the picture is sent to your bank or credit union for processing.",myMtmxbByDbi6G5nNHQhsa
527,I wrote a check to a merchant. How do I make sure I don't get charged twice?,"If you are worried that someone may have charged you twice for a check, review your transactions through your bank or credit union’s online banking system or your statement.",AtULcQWRvctjwptPCMPR3u
528,"I was at a store, and the cashier scanned my check and then handed it back to me. Is this normal?","Yes, a retailer or other person you give a check to may convert it into an electronic payment by scanning the information on your check.",k2zMxSpk9i85YGzvQDHFUa
529,My bank offers a direct deposit advance or checking account advance. What is this?,Deposit or checking account advances let you borrow up to a certain amount of money (often $500) from your next direct deposit.,jKxZjaVBekQFnfRG3kvJWj
530,I have a joint account with someone who died. What happens now?,It depends on the account agreement and state law.,Yr5admgyCHF7Hrkw6iExAc
531,"I wrote a check to a merchant or store, and they lost it. They say I have to pay again. Do I have to pay?",Yes. You can stop payment on the lost check and then write a new one.,P7zgoDA79zbXsgiwxFuJax
532,Does it take longer before I can withdraw money if I deposit a check using an ATM instead of inside the bank/credit union?,"Probably. If you deposit a check at an ATM instead of inside a bank or credit union, your bank or credit union has more time under the law to make the funds available.",fVitd8oUuFAFKu5t8mzHwd
533,"Is it possible to remove accurate, negative information from my credit report?",You generally cannot have negative but accurate information removed from your credit report.,68ngEgktdknU89HZZCtt3T
534,A debt collector contacted me about a debt I already paid. What should I do?,"If a debt collector contacts you about a debt you have already paid, you should let them know that you paid the debt. If you choose to, you may provide the debt collector with confirmation of your payments.",KN83wFbcmwirn7EqjRXJqv
535,How can I stop debt collectors from contacting me?,"You have the right to tell a debt collector to stop communicating with you. To stop communication, send a letter to the debt collector and keep a copy of the letter.",jKn8rVJAt6dC6UpvWwjNnE
536,How do I find a credit counselor?,"Most credit counselors offer services through local offices, online, or on the telephone. You can find a list of approved credit counselors online.",HxT58PZuDfzDFePgv7NiVx
537,Could I be turned down for a job because of something in my credit report?,"Generally, yes. Hundreds of companies provide employment background checks and qualify as consumer reporting agencies.",F47CjuR6D74vM8LQa4LPGX
538,"If a credit reporting error is corrected, how long will it take before I find out the results?","Consumer reporting agencies have 5 business days after completing an investigation to notify you of the results. Generally, they must investigate the dispute within 30 days of receiving it.",6EerzqgAKrT8RWGFx3ckD8
539,"What is an ""unfair"" practice by a debt collector?","A federal law, the Fair Debt Collection Practices Act (FDCPA), says that a debt collector is not allowed to use unfair practices to collect a debt.",dbhCFo7CBQPWRWdqJy4Qu7
540,What if I believe I do not owe the debt or I want more information about the debt?,"If you believe you do not owe the debt or that it's not even your debt, send a written request to the debt collector and ”dispute” the debt. You can also send a written request to the debt collector to receive more information about the debt.",RzSMxq2gmdJyCd294iQr86
541,Can a debt collector call me if I am listed on the National Do Not Call Registry?,Yes. Debt collectors and other companies you have business relationships with can still call you under the Do Not Call law.,S4sPzzotDfzWcaxqhSQxss
542,I receive numerous credit card offers in the mail. Will these offers damage my credit score?,No. The offers themselves do not affect your credit score.,TL94JqT7NMfdKdqx5g22hD
543,What happens when I tell a company it sent inaccurate information to a credit reporting company?,The company that provides your data to credit reporting companies generally must investigate your dispute within 30 days.  It must also notify the credit reporting companies of your dispute.,fjojZtmBsmDzgGqqwTEjvx
544,I don't recognize the name of a creditor listed on my credit report. Should I dispute this listing?,"If you don’t recognize a creditor, you should contact the creditor to identify the account. The unfamiliar creditors may be entirely legitimate.",33eJAe35i3XrA2g297x5BR
545,What does the credit reporting company do after I notify it of an error on my credit report?,The credit reporting company must investigate the dispute within 30 days of receiving it.,2JaBAMWhw6SpjLjxYv7shW
546,What's a credit inquiry?,"An inquiry refers to a request to look at your credit file, and it generally falls into one of two types.",Unv2Fy59YNbY7DzDXdjvqy
547,How do I get a debt collector to stop contacting me?,"If you write the debt collector and instruct them to stop all contact with you, the collector must stop. We have sample letters you can use. Sending the letter does not make the debt go away, and in limited circumstances the collector may follow up with you.",JkXuujRhqcia4tPwYLvmaQ
548,Can a debt collector keep contacting me if I have an attorney?,"No. If the debt collector knows that an attorney is representing you about the debt, the debt collector must contact your attorney and cannot contact you.",4aj6QgNtYvbrnJXm6bF5uN
549,What is an original creditor and what is the difference between an original creditor and a debt collector?,The original creditor is the company that gave you the loan or credit.,QS8tBv8YzxXMh3CJi2H22K
550,What is a statute of limitations on a debt?,A statute of limitations is the limited period of time creditors or debt collectors have to file a lawsuit to recover a debt.,6hEsULsqJ3MQFWYmJW75YQ
551,What is a garnishment?,A wage or bank account garnishment occurs when a creditor takes a portion of your paycheck or money from your bank account to collect a debt.,2zX6HxGGAbZqAvn8KByb4Y
552,What is a paid collection?,A paid collection is an account that went into collections because it was past due and then was paid.,X4dUdeGnmijqTeVowGBGcG
553,What does it mean to put a security freeze on my credit report?,A security freeze prevents prospective creditors from accessing your credit file.,RGmS8bpH98Rmi8J5uSEvAm
554,Some of my debts are listed multiple times on my credit report. What should I do?,If the same debt is listed multiple times (possibly with different names) you should dispute the multiple listings with the credit reporting agency and the original creditor or furnisher that provided the information to the credit reporting agency.,MMcCfHSVCNpNsyQoUcSKCZ
555,How can I spot identity theft?,Keep an eye out for identity theft by reading your statements from credit card companies or banks and credit unions and checking your credit reports for suspicious activity.,mdt4buhAeHLEuMUZugLz72
556,Can I make issuers stop sending me credit card offers in the mail?,You can reduce the credit card offers you receive in the mail by calling 1-888-5-OPTOUT (1-888-567-8688) or by visiting OptOutPrescreen.com.,B6ZxT7tDMaTqabQ6uwvjds
